adjective	form	category	text	genre	publication_date	corpus	pattern	position	than_compl	definite	verb_pattern	coordinated	page	text_details
simple	s	C	tbw	nonfiction	1973	B	b1	predicative	1	0	0	0	11	W.H.T. Tayleur, home brewing and wine-making
remote	a	S	tbw	nonfiction	1973	B	n	predicative	NA	NA	NA	0	85	W.H.T. Tayleur, home brewing and wine-making
simple	s	C	tbw	nonfiction	1973	B	b1	predicative	1	0	0	0	97	W.H.T. Tayleur, home brewing and wine-making
simple	s	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	300	W.H.T. Tayleur, home brewing and wine-making
early	s	C	tbw	nonfiction	1973	B	a2	attributive	0	0	0	0	156	W.H.T. Tayleur, home brewing and wine-making
common	a	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	38	W.H.T. Tayleur, home brewing and wine-making
easy	s	S	tbw	nonfiction	1973	B	o	predicative	NA	NA	NA	1	303	W.H.T. Tayleur, home brewing and wine-making
remote	a	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	192	W.H.T. Tayleur, home brewing and wine-making
easy	s	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	115	W.H.T. Tayleur, home brewing and wine-making
heavy	s	C	tbw	nonfiction	1973	B	i1	NA	NA	NA	NA	NA	242	W.H.T. Tayleur, home brewing and wine-making
heavy	s	C	tbw	nonfiction	1973	B	d2	attributive	0	0	0	1	280	W.H.T. Tayleur, home brewing and wine-making
easy	s	C	tbw	nonfiction	1973	B	b2	predicative	0	0	0	0	265	W.H.T. Tayleur, home brewing and wine-making
common	a	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	147	W.H.T. Tayleur, home brewing and wine-making
simple	s	C	tbw	nonfiction	1973	B	e2	predicative	0	0	0	1	53	W.H.T. Tayleur, home brewing and wine-making
easy	s	C	tbw	nonfiction	1973	B	c4	postnominal	0	0	1	0	211	W.H.T. Tayleur, home brewing and wine-making
speedy	s	C	tbw	nonfiction	1973	B	d2	attributive	0	0	0	1	291	W.H.T. Tayleur, home brewing and wine-making
common	a	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	42	W.H.T. Tayleur, home brewing and wine-making
heavy	s	C	tbw	nonfiction	1973	B	i2	NA	NA	NA	NA	NA	100	W.H.T. Tayleur, home brewing and wine-making
common	s	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	244	W.H.T. Tayleur, home brewing and wine-making
remote	s	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	153	W.H.T. Tayleur, home brewing and wine-making
subtle	a	C	tbw	nonfiction	1973	B	a3	attributive	0	1	0	0	156	W.H.T. Tayleur, home brewing and wine-making
gassy	s	C	tbw	nonfiction	1973	B	d2	attributive	0	0	0	1	132	W.H.T. Tayleur, home brewing and wine-making
heavy	s	C	tbw	nonfiction	1973	B	a3	attributive	0	1	0	0	107	W.H.T. Tayleur, home brewing and wine-making
easy	s	S	tbw	nonfiction	1973	B	o	predicative	NA	NA	NA	1	92	W.H.T. Tayleur, home brewing and wine-making
simple	s	S	tbw	nonfiction	1973	B	m	attributive	NA	NA	NA	1	267	W.H.T. Tayleur, home brewing and wine-making
murky	s	C	tbw	nonfiction	1973	B	b2	predicative	0	0	0	0	290	W.H.T. Tayleur, home brewing and wine-making
early	s	S	tbw	nonfiction	1973	B	m	attributive	NA	NA	NA	1	205	W.H.T. Tayleur, home brewing and wine-making
early	s	S	tbw	nonfiction	1973	B	l	attributive	NA	NA	NA	0	154	W.H.T. Tayleur, home brewing and wine-making
simple	s	C	tbw	nonfiction	1973	B	b2	predicative	0	0	0	0	105	W.H.T. Tayleur, home brewing and wine-making
happy	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	114	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	43	R. Hoggart, The uses of literacy
ready	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	73	R. Hoggart, The uses of literacy
quiet	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	254	R. Hoggart, The uses of literacy
flashy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	194	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	43	R. Hoggart, The uses of literacy
likely	a	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	31	R. Hoggart, The uses of literacy
common	a	S	tul	nonfiction	1957	B	n	predicative	NA	NA	NA	0	179	R. Hoggart, The uses of literacy
silly	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	111	R. Hoggart, The uses of literacy
common	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	129	R. Hoggart, The uses of literacy
likely	a	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	62	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	157	R. Hoggart, The uses of literacy
common	a	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	230	R. Hoggart, The uses of literacy
common	a	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	85	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	163	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	33	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	323	R. Hoggart, The uses of literacy
ready	s	C	tul	nonfiction	1957	B	g1	nominalized	0	NA	0	0	188	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	24	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	339	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	175	R. Hoggart, The uses of literacy
likely	a	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	140	R. Hoggart, The uses of literacy
sober	a	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	244	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	13	R. Hoggart, The uses of literacy
common	a	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	76	R. Hoggart, The uses of literacy
healthy	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	182	R. Hoggart, The uses of literacy
homely	a	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	111	R. Hoggart, The uses of literacy
ready	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	335	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	343	R. Hoggart, The uses of literacy
flashy	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	107	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	43	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	162	R. Hoggart, The uses of literacy
sober	a	C	tul	nonfiction	1957	B	d3	attributive	0	1	0	1	193	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	196	R. Hoggart, The uses of literacy
dirty	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	256	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	84	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	224	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	43	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	294	R. Hoggart, The uses of literacy
common	a	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	309	R. Hoggart, The uses of literacy
able	a	C	tul	nonfiction	1957	B	c1	postnominal	1	0	0	0	174	R. Hoggart, The uses of literacy
lucky	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	18	R. Hoggart, The uses of literacy
heavy	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	92	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	157	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	c4	postnominal	0	0	1	0	337	R. Hoggart, The uses of literacy
subtle	a	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	322	R. Hoggart, The uses of literacy
narrow	a	C	tul	nonfiction	1957	B	d3	attributive	0	1	0	1	343	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	29	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	247	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	51	R. Hoggart, The uses of literacy
ugly	a	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	197	R. Hoggart, The uses of literacy
steady	s	C	tul	nonfiction	1957	B	d2	attributive	0	0	0	1	252	R. Hoggart, The uses of literacy
homely	a	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	351	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	298	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	304	R. Hoggart, The uses of literacy
common	s	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	45	R. Hoggart, The uses of literacy
easy	s	S	tul	nonfiction	1957	B	m	attributive	NA	NA	NA	1	141	R. Hoggart, The uses of literacy
quiet	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	174	R. Hoggart, The uses of literacy
common	a	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	35	R. Hoggart, The uses of literacy
shiny	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	356	R. Hoggart, The uses of literacy
pleasant	a	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	194	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	d2	attributive	0	0	0	1	114	R. Hoggart, The uses of literacy
healthy	a	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	169	R. Hoggart, The uses of literacy
likely	a	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	74	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	258	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	244	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	114	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	279	R. Hoggart, The uses of literacy
heavy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	354	R. Hoggart, The uses of literacy
common	a	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	81	R. Hoggart, The uses of literacy
simple	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	301	R. Hoggart, The uses of literacy
common	a	S	tul	nonfiction	1957	B	m	attributive	NA	NA	NA	1	89	R. Hoggart, The uses of literacy
shallow	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	192	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	c4	postnominal	0	0	1	0	83	R. Hoggart, The uses of literacy
narrow	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	220	R. Hoggart, The uses of literacy
common	a	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	368	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	231	R. Hoggart, The uses of literacy
glossy	s	C	tul	nonfiction	1957	B	d2	attributive	0	0	0	1	213	R. Hoggart, The uses of literacy
holy	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	204	R. Hoggart, The uses of literacy
messy	s	C	tul	nonfiction	1957	B	f1	postnominal	1	0	0	1	147	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	284	R. Hoggart, The uses of literacy
gentle	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	86	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	333	R. Hoggart, The uses of literacy
simple	s	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	106	R. Hoggart, The uses of literacy
simple	s	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	200	R. Hoggart, The uses of literacy
homely	a	C	tul	nonfiction	1957	B	c4	postnominal	0	0	1	0	154	R. Hoggart, The uses of literacy
gentle	s	C	tul	nonfiction	1957	B	b1	predicative	1	0	0	0	86	R. Hoggart, The uses of literacy
common	a	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	315	R. Hoggart, The uses of literacy
common	a	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	212	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	274	R. Hoggart, The uses of literacy
unfree	a	C	tul	nonfiction	1957	B	h2	predicative	0	NA	NA	NA	186	R. Hoggart, The uses of literacy
happy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	299	R. Hoggart, The uses of literacy
handsome	a	C	tul	nonfiction	1957	B	d2	attributive	0	0	0	1	163	R. Hoggart, The uses of literacy
unfree	a	C	tul	nonfiction	1957	B	h2	predicative	0	NA	NA	NA	186	R. Hoggart, The uses of literacy
simple	s	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	200	R. Hoggart, The uses of literacy
pleasant	a	C	tul	nonfiction	1957	B	f4	postnominal	0	0	1	1	178	R. Hoggart, The uses of literacy
healthy	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	274	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	48	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	d2	attributive	0	0	0	1	114	R. Hoggart, The uses of literacy
common	a	S	tul	nonfiction	1957	B	l	attributive	NA	NA	NA	0	314	R. Hoggart, The uses of literacy
narrow	s	C	tul	nonfiction	1957	B	e2	predicative	0	0	0	1	233	R. Hoggart, The uses of literacy
common	a	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	202	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	143	R. Hoggart, The uses of literacy
able	a	C	tul	nonfiction	1957	B	c2	postnominal	0	0	0	0	114	R. Hoggart, The uses of literacy
tasty	s	C	tul	nonfiction	1957	B	c3	postnominal	1	0	1	0	38	R. Hoggart, The uses of literacy
bitty	a	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	201	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	274	R. Hoggart, The uses of literacy
quiet	s	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	328	R. Hoggart, The uses of literacy
comely	a	C	tul	nonfiction	1957	B	a3	attributive	0	1	0	0	349	R. Hoggart, The uses of literacy
healthy	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	216	R. Hoggart, The uses of literacy
busy	s	S	tul	nonfiction	1957	B	m	attributive	NA	NA	NA	1	61	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	b2	predicative	0	0	0	0	282	R. Hoggart, The uses of literacy
easy	s	C	tul	nonfiction	1957	B	c4	postnominal	0	0	1	0	100	R. Hoggart, The uses of literacy
sober	a	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	335	R. Hoggart, The uses of literacy
early	s	C	tul	nonfiction	1957	B	a2	attributive	0	0	0	0	195	R. Hoggart, The uses of literacy
early	s	C	was	nonfiction	1957	A	a1	attributive	1	0	0	0	273	L.W. Marrison, Wines and spirits
spicy	a	C	was	nonfiction	1957	A	d2	attributive	0	0	0	1	41	L.W. Marrison, Wines and spirits
lucky	s	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	79	L.W. Marrison, Wines and spirits
common	s	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	82	L.W. Marrison, Wines and spirits
likely	a	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	82	L.W. Marrison, Wines and spirits
pleasant	s	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	94	L.W. Marrison, Wines and spirits
easy	s	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	156	L.W. Marrison, Wines and spirits
holy	s	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	164	L.W. Marrison, Wines and spirits
narrow	s	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	181	L.W. Marrison, Wines and spirits
likely	a	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	211	L.W. Marrison, Wines and spirits
heavy	s	C	was	nonfiction	1957	A	d3	attributive	0	1	0	1	188	L.W. Marrison, Wines and spirits
easy	s	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	24	L.W. Marrison, Wines and spirits
early	s	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	42	L.W. Marrison, Wines and spirits
simple	s	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	53	L.W. Marrison, Wines and spirits
simple	s	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	64	L.W. Marrison, Wines and spirits
bitter	a	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	278	L.W. Marrison, Wines and spirits
likely	a	S	was	nonfiction	1957	A	m	attributive	NA	NA	NA	1	175	L.W. Marrison, Wines and spirits
simple	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	79	L.W. Marrison, Wines and spirits
common	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	80	L.W. Marrison, Wines and spirits
easy	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	80	L.W. Marrison, Wines and spirits
early	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	85	L.W. Marrison, Wines and spirits
lucky	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	24	L.W. Marrison, Wines and spirits
wealthy	s	C	was	nonfiction	1957	A	b1	predicative	1	0	0	0	120	L.W. Marrison, Wines and spirits
early	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	32	L.W. Marrison, Wines and spirits
heavy	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	138	L.W. Marrison, Wines and spirits
deadly	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	215	L.W. Marrison, Wines and spirits
heavy	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	222	L.W. Marrison, Wines and spirits
common	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	242	L.W. Marrison, Wines and spirits
early	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	261	L.W. Marrison, Wines and spirits
heavy	s	S	was	nonfiction	1957	A	n	predicative	NA	NA	NA	0	250	L.W. Marrison, Wines and spirits
common	s	S	was	nonfiction	1957	A	m	attributive	NA	NA	NA	1	85	L.W. Marrison, Wines and spirits
pleasant	a	C	was	nonfiction	1957	A	e2	predicative	0	0	0	1	168	L.W. Marrison, Wines and spirits
heavy	s	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	135	L.W. Marrison, Wines and spirits
mellow	s	C	was	nonfiction	1957	A	e1	predicative	1	0	0	1	124	L.W. Marrison, Wines and spirits
simple	s	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	240	L.W. Marrison, Wines and spirits
simple	s	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	83	L.W. Marrison, Wines and spirits
simple	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	222	L.W. Marrison, Wines and spirits
easy	s	C	was	nonfiction	1957	A	b1	predicative	1	0	0	0	274	L.W. Marrison, Wines and spirits
early	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	54	L.W. Marrison, Wines and spirits
common	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	66	L.W. Marrison, Wines and spirits
heavy	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	261	L.W. Marrison, Wines and spirits
exact	a	C	was	nonfiction	1957	A	b2	predicative	0	0	0	0	73	L.W. Marrison, Wines and spirits
early	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	90	L.W. Marrison, Wines and spirits
early	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	158	L.W. Marrison, Wines and spirits
early	s	C	was	nonfiction	1957	A	a3	attributive	0	1	0	0	66	L.W. Marrison, Wines and spirits
simple	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	231	L.W. Marrison, Wines and spirits
common	a	C	was	nonfiction	1957	A	c1	postnominal	1	0	0	0	97	L.W. Marrison, Wines and spirits
simple	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	246	L.W. Marrison, Wines and spirits
stable	a	C	was	nonfiction	1957	A	d2	attributive	0	0	0	1	120	L.W. Marrison, Wines and spirits
common	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	97	L.W. Marrison, Wines and spirits
early	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	233	L.W. Marrison, Wines and spirits
narrow	s	S	was	nonfiction	1957	A	l	attributive	NA	NA	NA	0	47	L.W. Marrison, Wines and spirits
heavy	s	C	was	nonfiction	1957	A	a2	attributive	0	0	0	0	190	L.W. Marrison, Wines and spirits
